DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-11,125422900,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-12,136587114,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-01,125638211,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-02,143804445,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-03,175577267,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-04,180205548,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-05,248253223,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-06,293313676,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-07,456472125,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-08,503720853,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-09,293247181,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-10,215061941,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-11,132339305,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-12,142215400,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-01,134004315,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-02,145358245,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-03,168428026,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-04,227566547,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-05,248947281,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-06,324240227,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-07,482746837,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-08,515704016,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-09,306238764,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-10,221309429,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-11,143332644,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-12,149207898,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-01,146409236,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-02,155650211,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-03,184069876,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-04,210946447,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-05,277674017,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-06,329916399,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-07,485069086,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-08,522094273,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-09,314264198,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-10,231535097,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-11,151617494,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2018-12,154830273,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-01,142549011,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-02,160361544,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-03,184244240,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-04,236773518,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-05,258732885,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-06,350728293,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-07,512123426,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-08,533954285,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-09,315408990,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-10,234358907,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-11,153404628,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2019-12,162830535,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-01,1993908,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-02,2158899,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-03,2116226,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-04,2371951,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-05,3982532,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-06,4675339,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-07,8648013,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-08,8264101,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-09,3957761,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-10,2955954,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-11,2151542,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2003-12,2071619,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-01,2111480,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-02,2525366,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-03,2403017,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-04,2571269,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-05,3944823,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-06,4863577,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-07,8309556,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-08,7912354,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-09,4213004,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-10,3207418,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-11,2345863,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2004-12,2249400,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-01,2314030,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-02,2562469,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-03,2503085,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-04,2844713,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-05,4238208,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-06,4995878,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-07,8406142,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-08,7891437,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-09,4474831,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-10,3381526,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-11,2589938,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2005-12,2319550,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-01,2555804,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-02,2611147,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-03,2771854,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-04,2969232,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-05,4229749,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-06,5280156,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-07,8800490,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-08,7866164,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-09,4815364,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-10,3764467,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-11,2894246,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2006-12,2676292,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-01,2751104,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-02,2974196,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-03,3129127,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-04,3369466,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-05,4719426,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-06,5786687,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-07,8932872,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-08,8223280,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-09,5031638,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-10,4035021,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-11,3159321,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2007-12,2841584,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-01,2875432,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-02,3298985,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-03,3133823,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-04,3654167,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-05,5138861,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-06,5919610,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-07,9059315,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-08,8330678,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-09,5091830,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-10,4024753,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-11,3216659,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2008-12,2901405,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2009-01,2964377,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2009-02,3155347,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2009-03,3217839,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2009-04,3315209,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2009-05,4698093,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2009-06,5585347,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Total,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",Poland,2009-07,8688754,,
