date,nights,log_nights,hicp_PL,hicp_origins_wavg,hicp_ratio,exr_pln,relprice_wavg,relprice_DE,gdp_origins_wavg,gdp_DE,pop_origins_wavg,pop_DE,gdp_pc_origins_wavg,gdp_pc_DE,cci_DE,cci_origins_wavg_noUK,seats,log_seats,nights_lag1,nights_lag12,gdp_origins_lag3,cci_DE_lag2,seats_lag6,covid_strong,covid_post,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12,trend,nights_yoy
2018-10-01,1618258.0,14.296861437955709,103.1,105.07838521602324,0.981172291409351,4.3046,0.36894830921847294,0.22724024720565023,462200.0932302311,757914.1,57562724.84608361,82967221.34675816,8052.471818265791,9135.102847814182,-0.1,-2.069704845780851,4734009.0,15.370283181432374,1759525.0,1515072.0,460181.1853206986,0.6,4288056.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0.06810633422041978
2018-11-01,1256234.0,14.04362971041973,103.1,104.73510251982006,0.9843882091058187,4.3018,0.36990266327778365,0.23000682926193727,463286.08579563856,760070.1620450529,57579403.26468902,82984890.2015372,8069.367479709648,9159.139214369574,0.0,-2.3308292101720425,3989496.0,15.199175715756258,1618258.0,1148682.0,460565.3569511905,0.2,4766559.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94,0.09363078728490559
2018-12-01,1201434.0,13.999027233652392,103.1,104.70878177232323,0.9846356557196765,4.29,0.37093093797954513,0.2301976439907474,464309.34862837,761801.8606118318,57595386.993888296,83001820.23534411,8085.434394992991,9178.13438852078,-0.8,-3.767352200457805,4074297.0,15.22020901987828,1256234.0,1119205.0,461279.33244501345,-0.1,5319644.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,0.0734709012200625
2019-01-01,974107.0,13.78927745943449,103.0,103.62488238693489,0.9939697650550611,4.2916,0.3715953733322678,0.23211192283680251,465158.06236040744,762886.4,57611698.32915593,83019213.0,8098.74036270766,9189.275258487454,0.0,-2.871484822620717,4056298.0,15.215781539484839,1201434.0,964037.0,462200.0932302311,0.0,5705058.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,0.010445657168760114
2019-02-01,1003585.0,13.819090143596316,103.3,103.94888904464153,0.9937576144333503,4.3175,0.3703909601406148,0.2302779887792424,465676.7992489095,763096.5068602223,57627747.23096383,83036530.43070713,8106.642769371419,9189.88911147987,-0.3,-2.7679993536923817,3706998.0,15.12573321237292,974107.0,990753.0,463286.08579563856,-0.8,5768392.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,0.012951764970683843
2019-03-01,1306869.0,14.083145523237103,103.7,104.887892112142,0.9886746497787186,4.2969,0.3704522274621511,0.23116549585912824,465976.75319956604,763013.1739858161,57641939.599582694,83051978.89138067,8110.686834886286,9187.176322236957,-0.2,-1.967117259465759,4124064.0,15.23234988539148,1003585.0,1273285.0,464309.34862837,0.0,5462665.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,0.026375870288270153
2019-04-01,1430554.0,14.173573038828264,104.7,105.65498388211161,0.9909612983030014,4.2864,0.37276332791952155,0.2317466017581399,466311.50570614147,763325.1,57657221.05936841,83068682.76768011,8114.401346610639,9189.083955198941,-0.5,-2.9922690139127823,4560356.0,15.332911467899793,1306869.0,1321726.0,465158.06236040744,-0.3,4734009.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0.08233779164516708
2019-05-01,1648445.0,14.315343583905534,105.0,105.85341546851603,0.9919377616231017,4.2958,0.3744568145580377,0.2312438855262602,466754.7636661197,764458.4413069008,57671483.226166256,83084263.78141259,8118.931971922018,9201.001567735184,-0.9,-2.480056268360433,5096136.0,15.443993359703228,1430554.0,1543332.0,465676.7992489095,-0.2,3989496.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,0.06810783421843136
2019-06-01,1775456.0,14.389568412542015,105.2,105.92648593858094,0.9931416025732962,4.2635,0.37732149158004813,0.2327788976635814,467158.80798787787,765782.9077705691,57685575.876610294,83099564.08959517,8122.412124237781,9215.245785705056,-2.9,-2.5883234056690982,5471512.0,15.515065735785907,1648445.0,1651020.0,465976.75319956604,-0.5,4074297.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0.07536916572785302
2019-07-01,2260446.0,14.631073139301698,105.2,105.53944085292244,0.9967837535410532,4.2596,0.3776377360994506,0.23211611524821069,467253.25273301004,766250.1,57698493.094912305,83113408.40732315,8121.5579920208265,9219.331930712704,-2.6,-2.7014070768689846,5754104.0,15.565424071102317,1775456.0,2095134.0,466311.50570614147,-0.9,4056298.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102,0.07890282912691982
2019-08-01,2210863.0,14.608893947319052,105.1,105.7024675624288,0.9943003453341998,4.3466,0.3724041805903316,0.22746772068556825,466919.94363863784,765303.4899833981,57710994.99447333,83126523.11187999,8115.091714045333,9206.489834217848,-3.3,-3.6975895584260794,5850139.0,15.581976150545614,2260446.0,2067913.0,466754.7636661197,-2.9,3706998.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103,0.06912766639602341
2019-09-01,1818829.0,14.413703995188868,105.2,105.87926198898421,0.9935845606002157,4.3531,0.37071289372878297,0.22755824679955114,466541.03474915307,763966.2838978952,57722534.44346791,83138227.40012614,8109.537177209947,9189.109604431333,-2.1,-3.569208300389246,5647782.0,15.546773636737235,2210863.0,1759525.0,467158.80798787787,-2.6,4124064.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,104,0.03370455094414693
2019-10-01,1661350.0,14.323141684753669,105.5,106.0767506431806,0.9945628930026272,4.3013,0.3748774945360148,0.23073817911358438,466623.04990998236,763690.8,57732687.495731056,83148020.99046865,8113.083103923594,9184.714090640146,-3.9,-4.419540480623952,5036832.0,15.432288069522611,1818829.0,1618258.0,467253.25273301004,-3.3,4560356.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0.026628634000264384
2019-11-01,1305583.0,14.082161008214927,105.6,105.87372045595772,0.9974146515794579,4.2855,0.3745716335888013,0.23378778047061743,466737.2258314784,764553.1338279329,57742029.98692786,83156360.21169858,8117.955221235647,9194.163042749125,-2.2,-4.3528095567870055,4372294.0,15.290798600842132,1661350.0,1256234.0,466919.94363863784,-2.1,5096136.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106,0.039283286394095285
2019-12-01,1287489.0,14.068205144499574,106.2,106.1200214139819,1.0007536616083603,4.2726,0.37506919838229447,0.2344911277565956,462947.4591177515,761585.838941307,57749862.463157035,83162518.88129523,8055.360482273817,9157.801485406926,-3.6,-5.112644176057157,4489504.0,15.317253008652147,1305583.0,1201434.0,466541.03474915307,-3.9,5471512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,0.0716269058475123
2020-01-01,1077819.0,13.890451040627793,106.9,105.13035502938341,1.0168328640203106,4.2507,0.38117787716165136,0.23928448164926416,450004.17778489867,748188.8,57756606.05501474,83166711.0,7834.193306326601,8996.253320634503,-2.5,-4.567212060517504,4454672.0,15.309464215519684,1287489.0,974107.0,466623.04990998236,-2.2,5754104.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,108,0.10646879654904451
2020-02-01,1095477.0,13.906701355661742,107.5,105.32783693829937,1.020622877340328,4.2766,0.37928362152384776,0.2378125913781056,425972.8926725718,721567.0407887133,57761938.9325004,83168602.7049978,7420.333979061134,8675.954835361837,-2.4,-3.580799774125202,4172871.0,15.244115085726785,1077819.0,1003585.0,466737.2258314784,-3.6,5850139.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,109,0.0915637439778394
2020-03-01,473360.0,13.067613589905383,107.7,105.80673230818633,1.0178936410804098,4.4406,0.3741464324373765,0.22923893440037355,402867.2552541074,695544.1105439605,57765841.21581564,83168581.95999075,7020.691101054798,8363.063240377962,-8.4,-8.922234021049187,2097464.0,14.556240030652692,1095477.0,1306869.0,462947.4591177515,-2.5,5647782.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,110,-0.6377907808663301
2020-04-01,83695.0,11.334946465610392,107.7,106.06478847363815,1.015417100716401,4.5437,0.36682624844777817,0.22319349732273494,390626.64300625253,681793.6,57769116.89424196,83167061.61350387,6806.063344278076,8197.880107493143,-18.1,,35058.0,10.46478763553565,473360.0,1430554.0,450004.17778489867,-2.4,5036832.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,111,-0.941494693664133
2020-05-01,101715.0,11.529939895129358,108.6,106.04898458082644,1.0240550669038162,4.5251,0.3691003651768964,0.2259837064499121,399565.90906768193,692319.7215732231,57771664.20893921,83164520.8140547,6954.355063156154,8324.7004226858,-15.5,-17.82672236750627,34428.0,10.446654511472781,83695.0,1648445.0,425972.8926725718,-8.4,4372294.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,112,-0.9382963944808592
2020-06-01,258115.0,12.461164375261484,109.2,106.38426151868788,1.0264676225704448,4.445,0.37413422093668763,0.22981224634105016,421102.8313810301,717565.3071129554,57773926.12217635,83161217.45779498,7318.273216849873,8628.605124463525,-11.4,-12.07477962318707,363850.0,12.804499722156779,101715.0,1775456.0,402867.2552541074,-18.1,4489504.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,113,-0.8546204468035254
2020-07-01,819304.0,13.616211698881942,109.1,106.10104485475009,1.0282650858844549,4.4493,0.3723232145630836,0.2304578113073122,440578.6278996313,740949.7,57776018.16119166,83157773.66939022,7646.967064898155,8910.167592338254,-10.4,-12.020618952402746,2155116.0,14.583355572389596,258115.0,2260446.0,390626.64300625253,-15.5,4454672.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,114,-0.6375476344048918
2020-08-01,961003.0,13.775733850274673,109.0,105.70958159693382,1.0311269645888148,4.3995,0.37560350470618586,0.23329136229099826,448822.5829706028,752086.8184553905,57778352.93654196,83154387.14572847,7783.322715040462,9044.463488587255,-8.1,-12.065083905367052,2869748.0,14.869735127465272,819304.0,2210863.0,399565.90906768193,-11.4,4172871.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,115,-0.5653267524943879
2020-09-01,822527.0,13.620137803595421,109.2,105.83954960485863,1.0317504222919247,4.4727,0.37326230675330135,0.23076354458383383,447811.50663295004,752422.4679894169,57781141.168702,83151609.78779188,7762.922873173545,9048.802180855502,-8.5,-10.771328521397376,2355579.0,14.672297539610668,961003.0,1818829.0,421102.8313810301,-10.4,2097464.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,116,-0.5477711208695265
2020-10-01,561466.0,13.238308280284835,109.5,106.04283485533017,1.0326015911342459,4.5414,0.3692688075345943,0.22789704597975874,443782.06989728566,748115.7,57784535.539449796,83149915.52842097,7694.348215120258,8997.191341033787,-9.1,-12.390806076732952,1857652.0,14.434824420957165,822527.0,1661350.0,440578.6278996313,-8.1,35058.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,117,-0.6620423149848016
2020-11-01,204314.0,12.227418199549552,109.5,105.76016027467293,1.035361517187703,4.4949,0.36986788993536196,0.23267375741536042,441362.6517706832,743930.5982408662,57789035.48145765,83149618.69977272,7657.751596629137,8946.891277120189,-9.7,-13.965746343165609,994960.0,13.810458819392649,561466.0,1305583.0,448822.5829706028,-8.5,34428.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,118,-0.8435074598857368
2020-12-01,164157.0,12.008584657654458,109.8,106.1049909926583,1.0348240829462712,4.4786,0.370637140941811,0.23282611591458108,441461.5131492533,742028.1604083572,57794612.1330109,83151147.45698921,7665.72011372123,8923.847512653736,-8.7,-9.088810974196218,1039794.0,13.85453413630315,204314.0,1287489.0,447811.50663295004,-9.1,363850.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,119,-0.872498328141056
2021-01-01,113784.0,11.64206598179332,110.8,106.14807385564694,1.0438248757172863,4.5333,0.3667757118377512,0.2288516496857917,443871.1202896292,743509.0,57801910.41216889,83155031.0,7711.44833330532,8941.23892515896,-11.3,-10.398854010284968,838777.0,13.63970134972126,164157.0,1077819.0,443782.06989728566,-9.7,2155116.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,120,-0.8944312542272868
2021-02-01,153507.0,11.941507961915175,111.4,106.25089818356042,1.0484617250721393,4.4968,0.36948652054466147,0.2306626818756611,448220.63755815715,748993.8279280982,57810981.674684994,83161512.1736431,7785.752225556549,9006.496014216074,-9.5,-10.191317664392294,457767.0,13.034117784538077,113784.0,1095477.0,441362.6517706832,-8.7,2869748.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,121,-0.8598720009639637
2021-03-01,175427.0,12.074983981299615,112.4,107.20362837245017,1.0484719753094218,4.5991,0.363118612120361,0.2265019857513727,452858.0630481362,755353.2787116962,57820661.615064204,83169227.61862738,7862.644650396987,9082.124486900007,-6.8,-6.220487539193446,673858.0,13.420776169196264,153507.0,473360.0,441461.5131492533,-11.3,2355579.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,122,-0.6294004563123204
2021-04-01,151985.0,11.931543690323306,113.2,107.89810947496147,1.049137937178305,4.5615,0.36603972089792974,0.22893356194331432,457537.2137862155,760985.2,57832920.747626096,83179250.00534138,7940.309304956417,9148.73841674616,-8.2,-5.861447580535378,892682.0,13.701986813634496,175427.0,83695.0,443871.1202896292,-9.5,1857652.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,123,0.8159388254973416
2021-05-01,239983.0,12.38832753343514,113.6,108.26345063736034,1.0492922526598103,4.5281,0.3677370180977996,0.23079839157088514,460685.9669208645,762904.5646559543,57846224.66128193,83189855.68387131,7994.341382025918,9170.64416549847,-4.9,-2.241579176513569,1171566.0,13.973852726929264,151985.0,101715.0,448220.63755815715,-6.8,994960.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,124,1.3593668583788037
2021-06-01,467501.0,13.055158905776594,113.7,108.6162719832756,1.0468044789597197,4.5005,0.3685719350251095,0.23156608222876962,462820.46713135287,762443.7361473661,57861350.62384065,83201138.03702761,8032.59079515793,9163.861866986124,-1.7,0.6640693811690603,2580023.0,14.763309259180115,239983.0,258115.0,452858.0630481362,-8.2,1039794.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,125,0.8112120566414196
2021-07-01,1002760.0,13.81826775340509,114.2,108.40496110604177,1.0534573218313277,4.5616,0.36605349321518554,0.2282139964643217,464415.8825006791,761643.3,57877217.79789771,83211781.75926997,8061.293782970047,9153.070441436033,-2.6,-0.5691285310551066,3786602.0,15.146979869067541,467501.0,819304.0,457537.2137862155,-4.9,838777.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,126,0.2239168855516389
2021-08-01,1207962.0,14.004446027868743,114.5,108.865546507911,1.051756075937942,4.5687,0.3643595634099544,0.22824985229543404,466083.9896666859,762091.0396918112,57894774.33528886,83221882.76965635,8089.524324537432,9157.339564176242,-3.9,-1.836867394423434,4170530.0,15.24355392379767,1002760.0,961003.0,460685.9669208645,-1.7,457767.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127,0.25698046728262036
2021-09-01,1028888.0,13.843990137277498,115.3,109.41859885402367,1.0537513842031807,4.5681,0.3648364607082719,0.22924843832205968,467750.6470767807,763679.3690058243,57913398.89663692,83230447.84182328,8115.987352952531,9175.480714187333,-0.8,-0.5449423303897742,3946399.0,15.188314328901665,1207962.0,822527.0,462820.46713135287,-2.6,673858.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,128,0.25088659703572036
2021-10-01,1077942.0,13.890565153357377,116.5,110.45296420610657,1.0547476098750015,4.5909,0.3629830462921032,0.22923475947459235,469219.6815344905,765738.2,57932333.4443892,83236680.33671328,8137.88525642882,9199.528343783013,-2.6,-1.797271068999483,3578512.0,15.090457908961232,1028888.0,561466.0,464415.8825006791,-3.9,892682.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,129,0.9198704819169816
2021-11-01,810776.0,13.605748326112735,117.6,110.98922239971424,1.0595623381924224,4.6462,0.3603518101895746,0.22802708868741325,470492.7260613564,767876.5618498884,57952730.621961124,83240382.09156078,8155.689102603784,9224.808230760615,-4.4,-5.561885614549393,3265477.0,14.99891671120217,1077942.0,204314.0,466083.9896666859,-0.8,1171566.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,130,2.9682841117104064
2021-12-01,734498.0,13.506943913124754,118.6,111.64867921356884,1.0622606629598745,4.6137,0.3647075140681607,0.23096180929639198,471585.2372254571,769655.21190907,57973169.5135602,83240726.87168413,8171.411501837031,9246.13756791788,-6.4,-6.012374763477085,3547677.0,15.081803862937962,810776.0,164157.0,467750.6470767807,-2.6,2580023.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,131,3.474362957412721
2022-01-01,532108.0,13.184603634555307,120.4,111.74374866347704,1.077465195503614,4.5522,0.36984594130821835,0.23551870039998665,472720.21636928484,770929.9,57994903.05219158,83237124.0,8190.439266162394,9261.85171895175,-4.9,-6.382597871312305,2796484.0,14.843873829381728,734498.0,113784.0,469219.6815344905,-4.4,3786602.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,132,3.6764747240385294
2022-02-01,687189.0,13.44036609774188,120.4,112.70564130069025,1.0682695081675795,4.5487,0.3679885371571908,0.23361960337018398,473960.0080789557,771495.620837551,58017176.74388335,83229145.13258263,8214.878885896334,9269.53676634034,-6.3,-6.247081991692785,2502715.0,14.732887100133015,532108.0,153507.0,470492.7260613564,-6.4,4170530.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,133,3.476597158435772
2022-03-01,1218111.0,14.012812677047457,123.9,115.4788274086731,1.0729239530769121,4.7522,0.3560542677443175,0.22456619303318456,475075.29520489497,771712.3612434451,58037781.994296595,83218775.47432849,8237.807480709633,9273.296282537882,-15.4,-19.283093162253206,3208632.0,14.981355547705665,687189.0,175427.0,471585.2372254571,-4.9,3946399.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,134,5.943691678019917
2022-04-01,1132481.0,13.93992224217328,126.1,116.35445487517495,1.0837573871604664,4.6485,0.36388079225353287,0.23205329533621638,476148.96201357245,772099.8,58061186.30193442,83204714.00876997,8258.223421516557,9279.519906992515,-18.6,-18.96069351865284,3782881.0,15.145996710953158,1218111.0,151985.0,472720.21636928484,-6.3,3578512.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,135,6.451268217258282
2022-05-01,1158985.0,13.963056042870157,128.1,117.2127121043011,1.0928848731527592,4.6485,0.36873720530560405,0.23314108748578352,476906.9857025563,772927.3897674332,58084478.84415987,83189435.27257581,8268.645743052097,9291.172457594937,-18.8,-17.982977753385274,4586116.0,15.338544254503683,1132481.0,239983.0,473960.0080789557,-15.4,3265477.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,136,3.8294462524428816
2022-06-01,1266860.0,14.05205274531333,129.9,118.25598174026267,1.0984645181443105,4.6471,0.37099774445790235,0.2366885425308084,477419.9518316469,773879.2792806629,58109267.50724821,83172894.12030558,8271.392710372258,9304.4649638052,-20.4,-21.00132927780125,5221887.0,15.468369580290027,1158985.0,467501.0,475075.29520489497,-18.6,3547677.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,137,1.7098551660852062
2022-07-01,1715226.0,14.3550559913392,130.4,118.50939048349045,1.1003347453564538,4.7682,0.3609958103166398,0.229813833171371,477710.55559559894,774366.6,58134005.71786084,83157089.51933412,8269.380155636356,9312.09358668041,-24.6,-24.847104001286276,5490569.0,15.518542633232869,1266860.0,1002760.0,476148.96201357245,-18.8,2796484.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,138,0.710505006182935
2022-08-01,1809999.0,14.408837403242009,131.4,119.24414060087437,1.10194093678626,4.7233,0.36373146532649425,0.23279943894272206,477855.02057872905,774020.0278931914,58160397.74016555,83141941.26656918,8265.32702441308,9309.621787775355,-23.5,-22.50759273759799,5526243.0,15.525018938394789,1715226.0,1207962.0,476906.9857025563,-20.4,2502715.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,139,0.49839067785244895
2022-09-01,1473784.0,14.203344479491495,133.4,120.36836395163459,1.1082646271872705,4.7414,0.36766904827463165,0.23042710856436763,477893.2026066752,772992.9529526179,58187688.513249144,83128984.9731995,8260.725193056938,9298.71756766702,-28.0,-25.546312429205397,5291567.0,15.481625168231796,1809999.0,1028888.0,477419.9518316469,-24.6,3208632.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,140,0.4324046932221972
2022-10-01,1461349.0,14.19487122398633,135.6,122.02958973416611,1.1112058992855436,4.804,0.3675616273708857,0.22855447720691596,477877.26213277143,771661.1,58215007.94358055,83119475.69785853,8256.81102857363,9283.758030488647,-26.6,-24.43339972541975,4772201.0,15.378318391563893,1473784.0,1077942.0,477710.55559559894,-23.5,3782881.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,141,0.35568425759456446
2022-11-01,1114742.0,13.924134443035156,136.5,121.95137831034201,1.1192985425112183,4.6964,0.3759913843461219,0.23534263646510883,477854.2606270737,770231.4274088019,58244232.37664213,83113752.92582947,8254.049328283729,9267.195864638126,-24.3,-20.825775642862297,3661677.0,15.113432070257671,1461349.0,810776.0,477855.02057872905,-28.0,4586116.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,142,0.37490749602849616
2022-12-01,1188412.0,13.98812936158851,136.8,121.90461392292637,1.1221888622402034,4.6832,0.3770105554853134,0.23943275440080206,477865.0747626414,768987.5801068958,58273529.06038732,83113117.6644715,8251.919840480285,9252.30098107144,-22.0,-19.290226960279654,3926984.0,15.18338251384315,1114742.0,734498.0,477893.2026066752,-26.6,5221887.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,143,0.6179921524633152
2023-01-01,974813.0,13.79000196255045,139.5,121.53425439057564,1.1478245429612601,4.6974,0.3823412337998611,0.24222903218614356,477949.88313514466,768023.3,58304906.15719273,83118501.0,8249.197932797624,9240.100468125622,-19.9,-17.96995989879439,3895604.0,15.17535955256769,1188412.0,532108.0,477877.26213277143,-24.3,5490569.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,144,0.8319833567621611
2023-02-01,1042473.0,13.857107292296124,141.1,122.66615002959344,1.1502765837678883,4.7415,0.3789239869449971,0.24037572889978953,478133.1246809248,767511.5765387885,58337403.31033654,83130686.57523489,8245.20883486506,9232.590372559664,-16.8,-16.17806416765927,3497459.0,15.067547548715844,974813.0,687189.0,477854.2606270737,-22.0,5526243.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,145,0.5170106040696227
2023-03-01,1213746.0,14.009222826905935,142.7,123.71027711960913,1.1535015790323602,4.6893,0.38505122194943897,0.24325324676176996,478348.7438945045,767369.1589445507,58367526.34758759,83147024.95077422,8241.090270933566,9229.06332967245,-17.8,-16.63780074405274,4078460.0,15.221230269337957,1042473.0,1218111.0,477865.0747626414,-19.9,5291567.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,146,-0.0035834172747803983
2023-04-01,1335913.0,14.105126259749325,143.8,124.65267620115479,1.1536053968704751,4.632,0.39103217696268333,0.246779849035259,478589.04111580655,767438.2,58401462.64777442,83170137.27968043,8236.93805966663,9227.328763679885,-14.4,-14.35691422824788,4706287.0,15.364410044866933,1213746.0,1132481.0,477949.88313514466,-16.8,4772201.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,147,0.17963391880305268
2023-05-01,1416120.0,14.163432001562391,144.1,124.81980442461844,1.1544642347763436,4.5344,0.4000214143929611,0.2530198027590361,478777.61600590975,767595.4603597086,58434625.61401803,83196659.58306438,8233.988285878891,9226.277403521635,-14.0,-14.469395828650484,5284416.0,15.480272858997285,1335913.0,1158985.0,478133.1246809248,-17.8,3661677.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,148,0.2218622329020652
2023-06-01,1533780.0,14.243246486701942,144.2,125.15658714106348,1.1521566966145598,4.4608,0.4073628429090053,0.2563524200806219,478911.6502477016,767661.2529192646,58468943.33597863,83227430.04223889,8231.44156474732,9223.65682239218,-14.2,-12.755352129274494,5941814.0,15.597525200221792,1416120.0,1266860.0,478348.7438945045,-14.4,3926984.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,149,0.210694157207584
2023-07-01,2021470.0,14.519336022177226,143.8,124.98385487800829,1.1505486059808077,4.4431,0.4083539938927954,0.2554442805768003,478975.9885754372,767438.3,58501931.08857748,83259573.2754649,8228.563382839318,9217.418127533812,-14.0,-11.654232205435783,6281165.0,15.653066189999874,1533780.0,1715226.0,478589.04111580655,-14.0,3895604.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,150,0.178544401728985
2023-08-01,1956772.0,14.486807245782238,143.9,125.55628038013305,1.1460995783271828,4.4601,0.40800506687457844,0.25364662410620853,478988.9010629103,766798.5176936929,58535505.280565165,83294302.19271135,8224.775733223434,9205.894010848577,-14.8,-12.640259828152237,6356053.0,15.66491830251203,2021470.0,1809999.0,478777.61600590975,-14.2,3497459.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,151,0.08109010004977901
2023-09-01,1591238.0,14.28002351602546,143.7,125.99349035895312,1.1405351148745966,4.5981,0.39573169538839165,0.24530642767367872,479044.0119488243,765978.4062371198,58568270.49744683,83329624.95883231,8221.954521996287,9192.14993005836,-15.3,-14.72134825836013,6153837.0,15.632586510175742,1956772.0,1473784.0,478911.6502477016,-14.0,4078460.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,152,0.07969553204540158
2023-10-01,1502844.0,14.222870536337973,144.2,126.12641373338315,1.1432973929221706,4.5124,0.4036623094130699,0.25122945632969995,479248.37724879856,765317.7,58598934.86680668,83363473.7309694,8222.346327511783,9180.491955863467,-15.2,-14.984925787912925,5635608.0,15.544615774150543,1591238.0,1461349.0,478975.9885754372,-14.8,4706287.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,153,0.02839499667772727
2023-11-01,1166883.0,13.969847506156789,145.1,125.51814178912187,1.156008190782308,4.402,0.4164672349195935,0.2609840844674719,479687.9880224661,764983.1207417074,58629259.90517941,83397175.12168574,8227.421680309812,9172.770176274102,-16.3,-14.080392518851514,4454594.0,15.309446705663655,1502844.0,1114742.0,478988.9010629103,-15.3,5284416.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,154,0.046774051753679435
2023-12-01,1254853.0,14.042529789119266,145.3,125.77713389775975,1.1552179279113626,4.3335,0.41953600614593517,0.26484581070615043,480246.5656979828,764810.3360952833,58657018.4799758,83427664.65688467,8235.159138493504,9167.346817638256,-13.8,-12.407717268233245,4650569.0,15.352500350696307,1166883.0,1188412.0,479044.0119488243,-15.2,5941814.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,155,0.05590737892246134
2024-01-01,950823.0,13.76508425605116,145.8,125.3673220371285,1.1629824872291699,4.3648,0.4190250265751255,0.26426892702030513,480829.56463818735,764495.1,58683778.38809291,83456045.0,8243.528728197653,9160.452067911918,-16.5,-12.62020281268127,4537915.0,15.32797843379362,1254853.0,974813.0,479248.37724879856,-16.3,6281165.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,156,-0.024609848247817756
2024-02-01,1089342.0,13.901085320183556,146.3,126.04633562554537,1.1606842775233357,4.3256,0.42359544461966947,0.26589542091372353,481315.7894987558,763845.9143903449,58708375.477608554,83480520.81430179,8250.280549565505,9149.989805280224,-13.7,-11.731401555193704,4173290.0,15.2442154911467,950823.0,1042473.0,479687.9880224661,-13.8,6356053.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,157,0.04495943779838907
2024-03-01,1300956.0,14.078610705449583,146.6,126.97743607435082,1.154535833548878,4.3069,0.4247316701509201,0.2659250272818036,481700.9985998356,763121.8973006267,58729523.42730227,83499995.17076881,8255.397338120945,9139.184927375612,-13.1,-10.93927077030008,4744422.0,15.372480380946095,1089342.0,1213746.0,480246.5656979828,-16.5,6153837.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,158,0.07185193607229179
